Name,Customer_ID,Address,City,State,ZIP,Avg_Sale_Amount,Store_Number,Responded_to_Last_Catalog,Avg_Num_Products_Purchased,#_Years_as_Customer,Customer_Segment_Loyalty_Club_Only,Customer_Segment_Loyalty_Club_and_Credit_Card,Customer_Segment_Store_Mailing_List
Anne Teigen,733,22890 E Mineral Pl,Aurora,CO,80016,57.91,102,Yes,1,6,0,0,1
Cindy Shanahan,734,1515 S Paris Ct,Aurora,CO,80012,183.73,104,No,1,6,0,0,1
Kathryn Lind,735,5531 Martin Luther King Blvd,Denver,CO,80207,155.82,107,No,1,1,0,0,1
Maribel Casas,737,7800 W 35th Ave,Wheat Ridge,CO,80033,244.66,107,No,1,5,0,0,1
Tamara Hazard,739,6695 W 13th Ave,Lakewood,CO,80214,118.16,106,No,1,4,0,0,1
Kira Brown,740,3115 W Bear Creek Dr,Englewood,CO,80110,118.07,106,No,1,6,0,0,1
Julie Windholz-Brown,741,13792 E 13th Cir,Aurora,CO,80011,175.66,105,No,1,2,0,0,1
Ruby Turner,742,6854 Queen St,Arvada,CO,80004,86.13,109,Yes,1,7,0,0,1
Julie Gresser,751,9089 W Harvard Pl,Lakewood,CO,80227,231.27,101,No,2,8,0,0,1
Donna Scharfenberg,764,18142 E Adriatic Pl,Aurora,CO,80013,206.94,104,No,4,8,0,0,1
Sharon Stolberg,765,4830 Stuart St,Denver,CO,80212,163.57,109,No,2,8,0,0,1
Dorothy Thurber,768,8486 Quay Dr,Arvada,CO,80003,144.84,103,No,1,4,0,0,1
Florence Alloway,775,580 S Franklin St,Denver,CO,80209,91.87,100,Yes,1,6,0,0,1
Jennifer Garner,777,6020 Garland St,Arvada,CO,80004,36.74,107,No,1,4,0,0,1
Mary Martins,778,520 S Dale Ct,Denver,CO,80219,239.06,108,No,1,1,0,0,1
Linda Smith,779,3237 Grove St,Denver,CO,80211,215.5,107,Yes,1,8,0,0,1
Nancy Baugh,780,10642 Brewer Dr,Northglenn,CO,80234,169.45,103,No,1,7,0,0,1
Lacy Baldwin,782,14323 E 1st Dr,Aurora,CO,80011,229.1,105,No,1,8,0,0,1
Jean Thompson,783,7340 W 23rd Ave,Lakewood,CO,80214,196.0,107,No,1,4,0,0,1
Silvia Diaz-Quijada,788,9986 E Arizona Dr,Denver,CO,80247,248.98,105,No,1,4,0,0,1
Kenya Wilson,791,3204 W Hayward Pl,Denver,CO,80211,150.26,106,No,1,5,0,0,1
Regina Starman,803,3560 S Harlan St,Denver,CO,80235,207.02,101,Yes,3,8,0,0,1
Regina Zimmerman,807,1880 Arapahoe St,Denver,CO,80202,30.76,105,No,1,8,0,0,1
Mary Thompson,808,17742 E Berry Pl,Centennial,CO,80015,185.45,104,No,1,1,0,0,1
Julie Mchenry,810,10543 King St,Westminster,CO,80031,162.82,109,No,1,5,0,0,1
Celeste Neiman,811,12540 E Warren Dr,Aurora,CO,80014,206.88,105,No,1,8,0,0,1
Rita Leopard,812,1601 Yates St,Denver,CO,80204,236.8,108,No,1,8,0,0,1
Desiree Trujillo,814,3902 S Elkhart St,Aurora,CO,80014,213.12,104,Yes,1,6,0,0,1
Crystal Jensen,815,7401 W 93rd Way,Broomfield,CO,80021,82.3,108,No,1,1,0,0,1
Edwena Wadtananussorn,817,5341 W Kent Pl,Denver,CO,80235,106.96,101,Yes,1,5,0,0,1
Ginger Sherlock,822,1050 S Sheridan Blvd,Denver,CO,80226,155.65,101,No,1,8,0,0,1
Nancy Palm,827,2415 Teller St,Lakewood,CO,80214,102.55,107,No,1,2,0,0,1
Toni Mares,833,3562 E 141st Pl,Thornton,CO,80602,206.91,103,No,3,2,0,0,1
Doris Moon,835,16086 E Eldorado Pl,Aurora,CO,80013,71.86,105,No,1,6,0,0,1
Justine Hearn-Walkinshaw,836,9715 W 59th Ave,Arvada,CO,80004,120.98,108,No,1,8,0,0,1
Nadezhda Kotova,841,1974 Macon St,Aurora,CO,80010,8.92,105,No,1,4,0,0,1
Marcia Klassen,842,8119 E 28th Pl,Denver,CO,80238,233.97,101,No,1,4,0,0,1
Kacie Jordan,843,2635 S Hazel Ct,Denver,CO,80219,69.34,101,No,1,3,0,0,1
Marion Pollock,844,2349 Lafayette St,Denver,CO,80205,266.3,107,No,1,7,0,0,1
Mckee Michael,845,9869 E Florida Pl,Denver,CO,80247,117.39,100,No,1,2,0,0,1
Maria Bautista,847,1523 S Yank St,Lakewood,CO,80228,22.03,101,No,1,3,0,0,1
Sonja Carter,848,2736 Wolff St,Denver,CO,80212,274.23,107,No,1,4,0,0,1
Pa Johnston,850,1825 Arapahoe St,Denver,CO,80202,188.73,106,No,2,6,0,0,1
Jane Nelson,852,5500 W 5th Ave,Lakewood,CO,80226,155.01,106,No,2,5,0,0,1
Vanessa Kellar,854,8892 Everett St,Broomfield,CO,80021,181.21,109,No,1,5,0,0,1
Debra Stephens,855,7068 Beacon Way,Westminster,CO,80030,249.63,107,No,1,7,0,0,1
Julie Abington,856,7118 Russell Ct,Arvada,CO,80007,129.46,108,No,1,2,0,0,1
Lynn Haskins,857,700 S Ouray St,Aurora,CO,80017,154.98,105,No,2,3,0,0,1
Linda Marsh,858,7692 S Allison Cir,Littleton,CO,80128,23.44,106,No,1,4,0,0,1
Marcia Eldridge,859,9150 W 49th Pl,Arvada,CO,80002,111.36,108,No,1,7,0,0,1
Melissa Miller,860,6900 E Evans Ave,Denver,CO,80224,66.88,100,No,1,5,0,0,1
Herlinda Campos,865,4340 Everett St,Wheat Ridge,CO,80033,157.2,106,Yes,2,4,0,0,1
Irma Ochoa,866,11495 Canterberry Ln,Parker,CO,80138,217.92,102,Yes,4,4,0,0,1
Tiffany Thortvedt,870,1590 Yates St,Denver,CO,80204,255.81,108,No,1,2,0,0,1
W Pierce,873,3191 Kassler Pl,Westminster,CO,80031,223.22,107,No,3,3,0,0,1
Holly Yamada,878,7770 W 38th Ave,Wheat Ridge,CO,80033,132.46,107,Yes,1,5,0,0,1
Teangela Carroll,881,11996 E Cornell Cir,Aurora,CO,80014,267.8,105,No,3,2,0,0,1
Sunny Linnebaur,884,1075 Washington St,Denver,CO,80203,58.69,100,No,1,4,0,0,1
Tiffany Earvin,897,8345 Yarrow St,Arvada,CO,80005,88.76,103,No,1,3,0,0,1
Rosalie Gonzales,902,13569 W Dakota Pl,Lakewood,CO,80228,157.03,106,No,1,3,0,0,1
Joanna Long,903,4672 W Union Ave,Denver,CO,80236,8.5,101,No,1,1,0,0,1
Dawn Culley,905,15496 W 66th Dr,Arvada,CO,80007,21.94,108,No,1,3,0,0,1
Joanne Jonell,908,8325 W 90th Pl,Broomfield,CO,80021,254.02,103,No,4,3,0,0,1
Rachel Loftin,910,1564 S Trenton Ct,Denver,CO,80231,106.06,100,No,2,4,0,0,1
Stella Espiritu,915,7995 E Mississippi Ave,Denver,CO,80247,248.69,100,No,4,7,0,0,1
Lucy Clark,924,1651 S Idalia Cir,Aurora,CO,80017,245.34,105,No,1,1,0,0,1
Arlan Nimrod,926,8650 Aberdeen Cir,Highlands Ranch,CO,80130,110.06,100,Yes,1,1,0,0,1
Rosemarie Younger,927,5674 Kipling Pkwy,Arvada,CO,80002,204.58,109,No,1,1,0,0,1
Edna Galvin,929,5633 W 71st Pl,Arvada,CO,80003,226.65,108,No,1,6,0,0,1
Dawn Therkildsen,930,6790 W 48th Ave,Wheat Ridge,CO,80033,68.0,108,No,1,4,0,0,1
Mariely Rodriguez,931,4363 W 30th Ave,Denver,CO,80212,21.79,100,No,1,5,0,0,1
Sandra Bruner,932,951 S Williams St,Denver,CO,80209,189.82,105,No,1,6,0,0,1
Beth Baker,933,6820 W 84th Cir,Arvada,CO,80003,241.17,103,No,1,7,0,0,1
Chickie Bakkemo,934,6455 Independence Way,Arvada,CO,80004,141.04,106,No,1,3,0,0,1
Larissa Armand,939,11142 W 27th Pl,Lakewood,CO,80215,85.32,107,No,1,8,0,0,1
Heather Mcdonald,940,7460 Knox Ct,Westminster,CO,80030,195.01,109,No,1,3,0,0,1
Alicia Martin,941,4681 S Utica St,Denver,CO,80236,203.47,101,No,2,6,0,0,1
Megan Scribner,942,17443 Nature Walk Trl,Parker,CO,80134,67.21,102,No,1,8,0,0,1
Dixie Russom,946,4700 Tabor St,Wheat Ridge,CO,80033,219.32,108,Yes,1,8,0,0,1
L Baer,947,8095 Holland Ct,Arvada,CO,80005,203.71,103,No,1,8,0,0,1
Marcelleau Parsons,948,11036 E Louisiana Pl,Aurora,CO,80012,240.83,105,No,1,7,0,0,1
Lori Jones,953,6829 S Webster St,Littleton,CO,80128,158.97,101,No,1,3,0,0,1
Silvana Jones,957,11268 Latigo Ln,Parker,CO,80138,212.93,102,No,2,5,0,0,1
Eleanor Hill,959,78 S Winona Ct,Denver,CO,80219,154.65,107,No,2,7,0,0,1
Valsamma Muppadhyil,964,2228 S Lima Ct,Aurora,CO,80014,65.92,105,No,1,5,0,0,1
Traci Rivera,965,2325 S Linden Ct,Denver,CO,80222,144.65,105,No,1,3,0,0,1
Gina Einspahr,966,3961 S Carson St,Aurora,CO,80014,234.31,104,No,1,3,0,0,1
Leticia Gross,967,11215 E Alameda Ave,Aurora,CO,80012,239.82,100,No,1,8,0,0,1
Kathy Boehm,968,3600 S Bannock St,Englewood,CO,80110,122.42,107,No,1,2,0,0,1
Maryann Klasinski,969,9957 Grove Way,Westminster,CO,80031,199.02,107,No,1,2,0,0,1
Debra Hanna,974,6841 S Quince St,Centennial,CO,80112,186.42,101,No,1,3,0,0,1
Ellen Hesdorfer,975,446 S Nome Way,Aurora,CO,80012,138.49,105,No,1,4,0,0,1
Anne Mcnally,976,6762 Moore St,Arvada,CO,80004,189.34,108,No,1,6,0,0,1
Cynthia Luckritz,978,2240 Clay St,Denver,CO,80211,81.85,100,No,1,8,0,0,1
Natalie Blumenthal,979,240 W 6th Ave,Broomfield,CO,80020,138.65,108,No,2,2,0,0,1
Virgina Martin,980,869 Knox Ct,Denver,CO,80204,117.81,106,No,1,3,0,0,1
Becky Brewster,985,10600 E 8th Ave,Aurora,CO,80010,65.79,104,No,1,5,0,0,1
Pauline Ponce,986,1935 S Routt Ct,Lakewood,CO,80227,21.05,101,No,1,5,0,0,1
Angelina Trotter,988,6191 S Niagara Way,Centennial,CO,80111,173.35,101,No,1,6,0,0,1
Mary Nevels,990,12668 E Evans Cir,Aurora,CO,80014,118.3,105,No,1,2,0,0,1
Katie Benner,991,2231 Irving St,Denver,CO,80211,161.02,107,No,1,2,0,0,1
Beverly Woodcock,993,966 S Logan St,Denver,CO,80209,254.92,105,No,4,8,0,0,1
Florence Harlor,994,11881 Wyandot Cir,Denver,CO,80234,227.62,109,No,1,7,0,0,1
Jennifer Campbell,995,10915 W 103rd Ct,Broomfield,CO,80021,84.94,103,No,1,8,0,0,1
Jaime Mccowen,996,1696 Taft St,Lakewood,CO,80215,74.91,106,No,1,8,0,0,1
Virginia Rubio,997,2984 E Amherst Ave,Denver,CO,80210,185.43,100,Yes,1,4,0,0,1
Sharon Schmidt,998,14288 W 69th Pl,Arvada,CO,80004,38.25,108,No,1,7,0,0,1
Tamara Thompson,999,9223 W Virginia Dr,Lakewood,CO,80226,248.16,101,No,1,3,0,0,1
Dezi Gutierrez,1000,16911 E Harvard Ave,Aurora,CO,80013,178.87,104,Yes,1,3,0,0,1
Eufrasia Fernandez,1003,2925 W College Ave,Denver,CO,80219,230.15,101,No,1,4,0,0,1
Christine Unger,1005,4220 W 35th Ave,Denver,CO,80212,225.28,107,No,2,8,0,0,1
Amanda Mcleod,1008,2080 Fenton St,Edgewater,CO,80214,115.72,107,No,1,7,0,0,1
Mary Oconnor,1010,1651 Biscay Cir,Aurora,CO,80011,220.61,105,Yes,1,2,0,0,1
Karen Patrick,1011,12704 E Asbury Cir,Aurora,CO,80014,200.51,104,No,1,2,0,0,1
Ashlee Hawley,1012,7595 S Teller Ct,Littleton,CO,80128,93.83,106,No,1,1,0,0,1
Peggy Delio,1021,16520 E Brown Dr,Aurora,CO,80013,205.66,104,No,1,5,0,0,1
Kazuko Obrien,1022,16449 E Berry Ave,Centennial,CO,80015,6.95,104,No,1,6,0,0,1
Deborah Adams,1039,5375 Sombrero,Littleton,CO,80123,221.34,101,Yes,2,2,0,0,1
Deanne Cardin,1042,11782 Larkspur Dr,Parker,CO,80134,102.02,104,Yes,2,3,0,0,1
Leticia Tellez-Meinecke,1043,20127 E Kenyon Pl,Aurora,CO,80013,234.84,100,No,2,5,0,0,1
Janet Loss,1045,6450 Urban St,Arvada,CO,80004,54.73,108,No,1,1,0,0,1
Tamara Hoffman,1046,1604 S Syracuse St,Denver,CO,80231,112.99,104,No,1,5,0,0,1
Lisa Gilmore,1047,12168 E Exposition Dr,Aurora,CO,80012,72.69,105,No,1,1,0,0,1
Nancy Beam,1048,143 S Perry St,Denver,CO,80219,254.27,106,No,1,5,0,0,1
Mary Quicker,1052,19774 E Union Dr,Centennial,CO,80015,79.31,104,No,1,3,0,0,1
Alexis Aranda,1058,1282 S Troy St,Aurora,CO,80012,43.61,105,No,1,4,0,0,1
Kathleen Anderson,1059,1772 Biscay St,Aurora,CO,80011,59.17,100,No,1,1,0,0,1
Gabrielle Garcia,1061,6343 Moore Cir,Arvada,CO,80004,74.0,108,No,1,8,0,0,1
Christie Peiffer,1065,4983 S Zephyr St,Littleton,CO,80123,149.5,101,No,3,1,0,0,1
Kathleen Hoy,1072,1297 Krameria St,Denver,CO,80220,208.23,104,No,3,4,0,0,1
Sarah Choszczyk,1081,1270 Marion St,Denver,CO,80218,152.69,105,Yes,3,6,0,0,1
Terri Ream,1093,6879 Johnson St,Arvada,CO,80004,132.63,108,No,1,6,0,0,1
Jaci Schick,1095,1070 S Foothill Dr,Lakewood,CO,80228,66.01,106,Yes,1,1,0,0,1
Carol Buikema,1097,1927 E 115th Pl,Northglenn,CO,80233,45.44,109,No,1,2,0,0,1
Patricia Sanchez,1098,605 S Lowell Blvd,Denver,CO,80219,127.68,106,No,1,1,0,0,1
Marlana Chavez,1099,808 S Quitman St,Denver,CO,80219,181.37,106,No,1,6,0,0,1
Melissa Lopez,1101,87 E 107th Ave,Northglenn,CO,80233,196.58,109,No,3,2,0,0,1
Kathryn Amundson,1107,6542 Olive St,Commerce City,CO,80022,145.82,105,No,1,6,0,0,1
Geraldine Emrick,1110,7373 W Florida Ave,Lakewood,CO,80232,241.94,106,No,1,8,0,0,1
Kathleen Chandler,1115,16591 E Villanova Pl,Aurora,CO,80013,135.99,105,No,2,7,0,0,1
Carol Hines,1124,10872 W 76th Dr,Arvada,CO,80005,201.85,107,No,1,5,0,0,1
Mary Eden,1130,6630 W 54th Pl,Arvada,CO,80002,165.04,108,Yes,2,5,0,0,1
Kelly Carlson,1141,3269 Benton St,Wheat Ridge,CO,80212,243.87,100,No,4,3,0,0,1
Cindy Goldman,1148,345 Onyx Way,Superior,CO,80027,53.44,109,No,1,5,0,0,1
Destiny Yohe,1149,14439 E 1st Dr,Aurora,CO,80011,50.71,105,No,1,4,0,0,1
Carissa Stuepfert,1150,101 E 88th Ave,Thornton,CO,80229,104.72,103,No,1,1,0,0,1
Susan Juutilainen,1152,239 S Revere St,Aurora,CO,80012,242.27,105,No,1,2,0,0,1
Rachel Levine,1155,907 E Karval Pl,Superior,CO,80027,180.15,108,No,3,4,0,0,1
Tamara Francis,1156,3921 S Carson St,Aurora,CO,80014,172.54,105,No,1,1,0,0,1
Beverly Greer,1158,1895 S Tennyson St,Denver,CO,80219,46.21,106,No,1,8,0,0,1
Nancy Major,1159,2635 Taft Ct,Lakewood,CO,80215,153.49,106,No,1,6,0,0,1
Pamela Freese,1163,4944 S Routt St,Littleton,CO,80127,65.82,101,No,1,2,0,0,1
Marelyne Tolentino,1165,14411 E Wagontrail Dr,Aurora,CO,80015,99.89,104,No,1,3,0,0,1
Betty Olsen,1168,14211 E 22nd Pl,Aurora,CO,80011,212.6,105,No,1,6,0,0,1
Amanda Prewitt,1170,10027 Eliott Cir,Denver,CO,80260,202.6,108,No,3,3,0,0,1
Trina Poke,1172,2211 E 11th Ave,Denver,CO,80206,203.91,107,No,1,7,0,0,1
Michelle Tapia,1173,23021 E Alamo Pl,Aurora,CO,80015,63.58,104,No,1,5,0,0,1
Rena Pitlik,1174,10542 King St,Westminster,CO,80031,100.54,107,No,1,1,0,0,1
Marsha Prada,1175,1314 Gilpin St,Denver,CO,80218,101.24,100,No,1,4,0,0,1
Tiffany Tweedy,1176,5480 S Uravan Ct,Centennial,CO,80015,190.52,104,Yes,3,4,0,0,1
Ashley Sharp,1181,4400 W 3rd Ave,Denver,CO,80219,140.5,106,No,1,7,0,0,1
Jessica Donahue,1188,1530 S Joliet St,Aurora,CO,80012,145.32,105,No,1,7,0,0,1
Kiondra Lane,1191,3375 Boulder Cir,Broomfield,CO,80023,178.49,109,No,1,2,0,0,1
Stacey Koralewski,1192,3955 W Linvale Pl,Denver,CO,80236,240.77,101,Yes,1,2,0,0,1
Kristen Tourangeau,1195,1482 S Laredo Way,Aurora,CO,80017,189.92,104,No,2,7,0,0,1
Julie Manning,1196,2330 Broadway,Denver,CO,80205,194.94,106,No,1,7,0,0,1
Aviva Heifets,1198,10722 W Dakan Mtn,Littleton,CO,80127,235.54,106,No,1,1,0,0,1
Teresa Mahony,1199,4017 S Richfield Way,Aurora,CO,80013,219.36,104,No,1,2,0,0,1
Lynda Croft,1200,8410 Everett Way,Arvada,CO,80005,255.19,108,No,1,1,0,0,1
Laura Sandstrom,1201,3295 Blake St,Denver,CO,80205,206.9,107,No,1,7,0,0,1
Janet Dampeer,1203,23517 E Saratoga Cir,Aurora,CO,80016,273.22,105,No,1,5,0,0,1
Evelyn Withington,1204,3595 Moore St,Wheat Ridge,CO,80033,124.45,107,No,1,5,0,0,1
Alice Maksim,1208,5459 S Krameria St,Greenwood Village,CO,80111,124.27,100,No,3,8,0,0,1
Cathy Rhoades,1209,10594 W Quarles Ave,Littleton,CO,80127,194.41,101,Yes,1,4,0,0,1
Betsy Lamb,1215,3046 Harlan St,Wheat Ridge,CO,80214,47.52,107,Yes,1,4,0,0,1
Sarah Mares,1218,530 S Dahlia Cir,Denver,CO,80246,205.14,100,No,1,8,0,0,1
Kimberly Kibler,1219,9623 Lameria Dr,Highlands Ranch,CO,80130,155.22,104,No,1,6,0,0,1
Tamela Miller,1220,7736 Rogers St,Arvada,CO,80007,252.8,107,No,1,1,0,0,1
Joan Rosellen,1221,4215 Pierce St,Wheat Ridge,CO,80033,217.62,107,No,1,2,0,0,1
Nancy Marts,1222,7005 W 35th Ave,Wheat Ridge,CO,80033,259.56,106,No,1,8,0,0,1
Shireen Whitson,1223,8798 Partridge St,Littleton,CO,80126,217.8,101,No,1,1,0,0,1
Meghan George,1224,3350 W 31st Ave,Denver,CO,80211,71.44,107,No,1,4,0,0,1
Michelle Moore,1225,1622 S Salida Way,Aurora,CO,80017,75.68,105,No,1,4,0,0,1
Lisa Thompson,1226,9553 Garrison Ct,Broomfield,CO,80021,229.79,103,No,1,4,0,0,1
Wanda Murray,1227,6680 E Nevada Pl,Denver,CO,80224,126.88,105,No,1,7,0,0,1
Lee Walker,1229,4866 W Gill Pl,Denver,CO,80219,223.56,101,Yes,3,4,0,0,1
Karlyn Roemer,1244,4545 S Monaco St,Denver,CO,80237,220.37,100,Yes,2,3,0,0,1
Jennifer Watson,1251,1130 S Vrain St,Denver,CO,80219,171.61,106,No,3,2,0,0,1
Esther Hoff,1255,974 Racine St,Aurora,CO,80011,145.46,100,No,1,5,0,0,1
Natalie Tellez,1258,3601 W 79th Ave,Westminster,CO,80030,136.62,108,No,1,4,0,0,1
Christina Claxton,1263,6885 W 91st Ct,Broomfield,CO,80021,151.43,103,No,1,4,0,0,1
Laci Kibel,1268,4877 E Donald Ave,Denver,CO,80222,191.59,101,No,3,3,0,0,1
Stephanie Weaver,1269,9597 E 4th Ave,Denver,CO,80230,134.71,101,No,1,2,0,0,1
Nancy Simpson,1272,4725 S Parfet St,Littleton,CO,80127,46.93,101,No,1,6,0,0,1
Anna Rea,1273,5400 Sheridan Blvd,Arvada,CO,80002,129.21,108,No,1,1,0,0,1
Linda Woodson,1274,4050 S Espana Way,Aurora,CO,80013,42.03,104,Yes,1,5,0,0,1
Brenda Anderson,1275,6335 Deframe Way,Arvada,CO,80004,181.34,108,No,1,8,0,0,1
Gurpreet Gill,1277,357 S Perry St,Denver,CO,80219,112.05,106,No,1,2,0,0,1
Kimberly Wiatrak,1285,1011 S Valentia St,Denver,CO,80247,53.85,100,No,1,4,0,0,1
Alisha Slaughter,1288,2196 S Holly St,Denver,CO,80222,88.96,100,No,1,3,0,0,1
Tracy Williams,1289,6881 Xavier Cir,Westminster,CO,80030,51.17,108,No,1,3,0,0,1
Loma Anderson,1290,3905 W 103rd Ct,Westminster,CO,80031,96.29,109,Yes,1,7,0,0,1
Michelle Blegen,1292,3435 W 45th Ave,Denver,CO,80211,190.6,107,No,1,1,0,0,1
Sandra Aguilar,1293,435 W 4th Avenue Dr,Broomfield,CO,80020,275.43,109,No,2,7,0,0,1
Mich Westerlund,1300,1726 Forest Pkwy,Denver,CO,80220,107.13,103,Yes,1,7,0,0,1
Anna Davis,1309,4004 S Sable Way,Aurora,CO,80014,227.19,104,No,1,4,0,0,1
Heather Merriman,1318,8225 Fairmount Dr,Denver,CO,80247,193.31,107,No,3,6,0,0,1
Catherine Segura,1319,5595 S Kenton Way,Englewood,CO,80111,260.01,104,No,2,6,0,0,1
Jill Case,1320,95 S Chase Dr,Lakewood,CO,80226,175.3,100,No,1,6,0,0,1
D Pierce,1322,10342 W 59th Ave,Arvada,CO,80004,109.03,108,No,1,4,0,0,1
Maria Ponce,1323,15746 E Center Ave,Aurora,CO,80017,228.84,105,No,1,4,0,0,1
Rebecca Vashaw,1324,6163 W 76th Ave,Arvada,CO,80003,189.25,106,No,1,8,0,0,1
Lillian Salazar,1325,8051 Parkland St,Broomfield,CO,80021,117.11,109,No,1,2,0,0,1
Mary Uhlmeyer,1326,4204 S Laredo Way,Aurora,CO,80013,88.32,104,No,1,8,0,0,1
Beth Lauce,1328,3885 Utica St,Denver,CO,80212,161.04,103,No,1,4,0,0,1
Beverly Leger,1329,675 S Alton Way,Denver,CO,80247,43.94,100,No,1,1,0,0,1
Pat Riegel,1330,9474 Devonshire Pl,Highlands Ranch,CO,80126,104.15,101,No,1,3,0,0,1
Shannon Callis,1331,9023 W Cross Dr,Littleton,CO,80123,148.64,101,No,1,4,0,0,1
Sara Rakestraw,1332,5360 Zuni St,Denver,CO,80221,151.68,106,No,1,8,0,0,1
Sharon Michael,1333,8733 Field Ct,Arvada,CO,80005,225.38,108,No,1,1,0,0,1
Carrie Ridley,1334,11785 Zenobia Loop,Westminster,CO,80031,125.57,109,Yes,1,5,0,0,1
Linda Redden,1335,10260 W 84th Pl,Arvada,CO,80005,209.94,103,No,1,7,0,0,1
Linda Smith,1336,5539 Halifax St,Denver,CO,80249,234.52,105,No,1,5,0,0,1
Anita Reed,1337,855 S Corona St,Denver,CO,80209,65.78,106,No,1,3,0,0,1
Loan Pham,1338,1434 S Argonne Cir,Aurora,CO,80017,195.81,102,No,1,2,0,0,1
Donna Ehart,1344,16971 E Chenango Ave,Aurora,CO,80015,185.88,104,No,2,6,0,0,1
Janice Tepper,1346,17867 E Mexico Dr,Aurora,CO,80017,166.9,105,No,4,8,0,0,1
Kellie Craig,1351,1270 S Xavier St,Denver,CO,80219,35.89,106,No,1,5,0,0,1
Victoria Hernandez,1352,2274 S Eagle St,Aurora,CO,80014,199.33,105,No,3,8,0,0,1
Krystyna Konachowicz,1354,2181 S Troy Way,Aurora,CO,80014,226.36,105,Yes,4,3,0,0,1
Irlna Buyanover,1355,165 S Monaco Pkwy,Denver,CO,80224,203.67,105,No,1,1,0,0,1
Fatima Iskenderova,1358,1699 S Trenton St,Denver,CO,80231,199.59,100,No,2,4,0,0,1
Martha Reiffenberger,1364,60 Utica St,Denver,CO,80219,122.24,106,No,2,5,0,0,1
Michelle Herrera,1365,7929 W Harvard Pl,Lakewood,CO,80227,268.97,101,No,1,7,0,0,1
Lucille Jacques,1369,1461 Monaco Pkwy,Denver,CO,80220,237.74,106,No,1,4,0,0,1
Rosalia Castillo,1374,7672 Gray Way,Arvada,CO,80003,218.29,103,No,3,3,0,0,1
Nanette Trujillo,1375,8362 Monroe Cir,Denver,CO,80229,173.18,109,No,1,6,0,0,1
Michelle Lesperance,1376,58 S Rogers Way,Golden,CO,80401,57.75,106,No,1,5,0,0,1
Maurine Mitchell,1379,5613 W 118th Pl,Westminster,CO,80020,100.59,109,Yes,1,5,0,0,1
Shirley Jobin,1380,4870 E 18th Ave,Denver,CO,80220,172.36,100,No,1,1,0,0,1
Patsy Lovisone,1381,1580 S Dexter Way,Denver,CO,80222,146.27,106,Yes,1,6,0,0,1
Tina Slack,1383,7438 S Catawba Way,Aurora,CO,80016,134.27,102,No,3,4,0,0,1
Maria Galvan,1386,4362 S Everett St,Littleton,CO,80123,267.6,106,No,4,3,0,0,1
Lori Ogata-Sakuoka,1393,6428 S Acoma St,Littleton,CO,80120,226.79,100,No,1,5,0,0,1
Sarah Collins,1394,1035 W 12th Ave,Denver,CO,80204,10.22,108,Yes,1,4,0,0,1
Anna Strabykina,1395,3176 W 111th Pl,Westminster,CO,80031,265.87,108,No,1,4,0,0,1
Megan Vogt,1396,780 Burbank St,Broomfield,CO,80020,140.01,109,No,1,8,0,0,1
Wendy Lindsay,1398,1279 S Carson Way,Aurora,CO,80012,81.86,100,No,1,2,0,0,1
Julie Bruno,1399,4060 S Spruce St,Denver,CO,80237,170.77,104,No,1,2,0,0,1
Elizabeth Bergeron,1401,12930 Monarch Ct,Broomfield,CO,80020,109.33,103,No,1,2,0,0,1
Lucinda Maia,1403,4676 Castle Cir,Broomfield,CO,80023,90.39,109,No,1,3,0,0,1
Elizabeth Peterson,1406,4695 S Granby Way,Aurora,CO,80015,112.67,104,No,2,6,0,0,1
Diane Greene,1408,3227 Marion St,Denver,CO,80205,191.13,100,Yes,2,8,0,0,1
Ruth Vandenbroeke,1412,7310 Panorama Dr,Boulder,CO,80303,179.82,109,No,2,1,0,0,1
Tina Martinez,1414,1334 Downing St,Denver,CO,80218,247.72,101,No,1,6,0,0,1
Samantha Reyes,1435,3139 Milwaukee St,Denver,CO,80205,264.19,100,No,3,5,0,0,1
Michaela Romero,1441,8911 Prickly Pear Cir,Parker,CO,80134,71.31,102,No,1,3,0,0,1
Tonya Simpson,1447,7633 Newland St,Arvada,CO,80003,183.41,103,No,3,1,0,0,1
Cordella Jaramillo,1448,12556 Beach St,Broomfield,CO,80020,72.48,109,No,1,3,0,0,1
Darlene Graham,1451,9315 W Iowa Pl,Lakewood,CO,80232,145.53,108,No,1,3,0,0,1
Rebecca Gomez,1452,18865 E 57th Ave,Denver,CO,80249,152.85,105,No,1,3,0,0,1
Joan Kindt,1453,2901 W 63rd Ave,Denver,CO,80221,58.31,106,No,1,1,0,0,1
Kristin Snyder,1454,3285 S Kendall St,Denver,CO,80227,62.44,101,No,1,1,0,0,1
Evelyn Pottenger,1455,7530 E Kenyon Ave,Denver,CO,80237,201.12,105,No,1,7,0,0,1
Sherry Meiners,1456,8512 S Newcombe Way,Littleton,CO,80127,255.14,101,No,1,6,0,0,1
Naga Talanki,1457,3753 S Lincoln St,Englewood,CO,80113,42.41,100,No,1,8,0,0,1
Tiffany Morgan,1464,3069 S Pitkin Way,Aurora,CO,80013,250.2,104,No,1,5,0,0,1
Elaine Mccauley,1467,6550 Yank Way,Arvada,CO,80004,248.37,108,No,1,8,0,0,1
Zina Barrera,1475,2958 S Walden Way,Aurora,CO,80013,5.32,104,No,1,5,0,0,1
Carmen Gandarilla,1478,1483 S Osage St,Denver,CO,80223,97.11,105,Yes,1,7,0,0,1
